,content,Type,sentiment,preprocessed,pos_tags
1025,"ВОТ ЭТО ОТ ДУШИ!!! Не перестаю удивляться данном магазину, только положительные эмоции, был открыт диспут товар был не найден,а точнее место заказа,пошли на уступки, сделали перезаклад, далее все было найдено! Ребята, всем рекомендую этот магазин, а те кто пишет что магазин говно, ЭТО НЕПРАВДА,видимо кто-то преследует иные цели!Всем добра и процветания, обязательно вернусь еще раз, потому как данный товар просто БОМБА!!!",Тест,1,это душа переставать удивляться данный магазин положительный эмоция открыть диспут товар найти точнее место заказ послать уступка сделать перезаклад далее всё найти ребята весь рекомендовать магазин писать магазин говно это неправда видимо преследовать иной цель весь добро процветание обязательно вернуться ещё данный товар просто бомба,PART PRON ADP NOUN PART VERB VERB ADJ NOUN PART ADJ NOUN AUX VERB NOUN NOUN AUX PART VERB CCONJ ADV NOUN NOUN VERB ADP NOUN VERB NOUN ADV PRON AUX VERB NOUN PRON VERB DET NOUN CCONJ DET PRON VERB SCONJ NOUN NOUN PRON NOUN ADV PRON VERB ADJ NOUN DET NOUN CCONJ NOUN ADV VERB ADV NOUN ADV SCONJ ADJ NOUN PART PROPN
1026,"Квест - изи, качество - бомба! Рекомендую магазин! Админ дай купон)))",Тест,1,квест изя качество бомба рекомендовать магазин админ дать купон,NOUN NOUN NOUN NOUN VERB NOUN NOUN VERB NOUN
1027,"Все отлично! Уважаемый кладмен, когда все чётко, я сижу с кладом дома и вспоминаю тебя тёплыми словами. Спасибо за работу! Магазину респект, все круто. Спасибо.",Тест,1,всё отлично уважаемый кладмена всё чётко сидеть клад дом вспоминать тёплый слово спасибо работа магазин респект всё круто спасибо,PRON ADJ VERB NOUN SCONJ PRON ADJ PRON VERB ADP NOUN NOUN CCONJ VERB PRON ADJ NOUN NOUN ADP NOUN NOUN NOUN PRON ADJ NOUN
1028,"Забрал, спасибо! Надеюсь в будущем ещё увидеть ЮВАО",Тест,1,забрать спасибо надеяться будущее ещё увидеть ювао,VERB NOUN VERB ADP NOUN ADV VERB PROPN
1029,"Доброго дня. Сьем в касание, за качество все знаете, еще вернусь не раз, всем удачи!",Тест,1,добрый день сье касание качество всё знать ещё вернуться весь удача,ADJ NOUN NOUN ADP NOUN ADP NOUN PRON VERB ADV VERB PART NOUN DET NOUN
1030,"Квест сложный, но я его выполнил. Место безлюдное, стафф вроде ничего.",Тест,1,квест сложный выполнить место безлюдный стаффа вроде,NOUN ADJ CCONJ PRON PRON VERB NOUN ADJ NOUN ADP PRON
1031,"Ребят,стаф был отличный раньше. Сейчас думаю тоже ничего ;) не повезло мне сегодня малость,ну зато стор адекватный. Поддержа отвечает моментально ) связывался по мини опту-все отлично ! Вообщем,всем находов и благ. Люблю-целую",Тест,1,ребята стафа отличный ранний думать повезти сегодня малость зато стор адекватный поддержать отвечать моментально связываться минь опт всё отлично вообщий весь наход благо любить целый,NOUN PRON AUX ADJ ADV ADV VERB PART PRON PART VERB PRON ADV NOUN PART CCONJ NOUN ADJ NOUN VERB ADV VERB ADP NOUN NOUN ADV ADV DET NOUN CCONJ NOUN VERB ADJ
1032,Большое Спасибо. Всё хорошо.,Тест,1,большой спасибо всё,ADJ NOUN PRON ADJ
1033,"Спасибо, всё хорошо 10/10/10",Тест,1,спасибо всё,NOUN PRON ADJ NUM NUM NUM
1034,"Дома Амиго,но квест в ночи был прикольный",Тест,1,дом амиго квест ночь прикольный,ADV PROPN NOUN ADP NOUN AUX ADJ
1035,"Забрал в секунду! Вокруг ни души, как бодрый!!",Тест,1,забрать секунда вокруг душа бодрый,VERB ADP NOUN ADV CCONJ NOUN SCONJ ADJ
1036,Пожалуй самый класный магазин по данной позиции радует цена кол и кач на высшем уровне всем советую брать только сдесь ставлю 100 баллов спасибо,Тест,1,пожалуй самый класный магазин дать позиция радовать цена кол кач высокий уровень весь советовать брать сдесить ставить балл спасибо,ADV ADJ ADJ NOUN ADP ADJ NOUN VERB NOUN NOUN CCONJ NOUN ADP ADJ NOUN PRON VERB VERB PART ADV VERB NUM NOUN NOUN
